HH_Id,SocialNetwork_Intro,Num_YrsIn_Kebele,Reltv_InKebele_FinanceNeed,Frnds_InKebele_FinanceNeed,Acquint_InKebele_FinanceNeed,Reltv_OutKebele_FinanceNeed,Frnds_OutKebele_FinanceNeed,Acquint_OutKebele_FinanceNeed,Reltv_Kebele_LeaderPositn,Frnds_Kebele_LeaderPositn,Acquint_Kebele_LeaderPositn,Reltv_InKebele_QltySeed,Frnds_InKebele_QltySeed,Acquint_InKebele_QltySeed,Reltv_OutKebele_QltySeed,Frnds_OutKebele_QltySeed,Acquint_OutKebele_QltySeed,Reltv_InKebele_GrainTrader,Frnds_InKebele_GrainTrader,Acquint_InKebele_GrainTrader,Reltv_OutKebele_GrainTrader,Frnds_OutKebele_GrainTrader,Acquint_OutKebele_GrainTrader,Reltv_InKebele_InfoAccess,Frnds_InKebele_InfoAccess,Acquint_InKebele_InfoAccess,Reltv_OutKebele_InfoAccess,Frnds_OutKebele_InfoAccess,Acquint_OutKebele_InfoAccess,Traders_Trust_Yn,Trader_Trust_Type,Trader_Trust_Type_Othr,Trader_Trust_Why,Rely_GovSupp_Yn,Rely_GovSupp_Covid,GovOfficial_Skill_Conf
6014,1,19,0,3,1,5,0,2,0,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,3,6, , ,1,1,3
6015,1,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,4,, , ,1,1,6
6016,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,2,6, , ,1,1,5
6017,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,6, , ,1,1,5
6019,1,40,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,4
6020,1,30,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,6
6021,1,60,1,1,1,0,0,1,1,0,0,2,1,1,1,1,1,2,0,0,0,1,1,2,0,1,1,1,0,5,, , ,1,1,5
6022,1,40,1,1,0,1,1,0,2,1,0,0,0,1,1,2,2,1,0,0,0,0,0,1,1,1,0,0,0,4,, , ,1,1,5
6023,1,30,0,0,0,1,1,2,2,0,0,1,1,0,0,0,1,2,1,2,1,1,0,0,2,2,2,2,1,5,, , ,1,1,5
6024,1,36,1,1,1,1,0,2,0,1,1,1,1,2,2,2,1,1,0,0,0,0,0,0,0,2,2,0,0,5,, , ,1,1,5
6025,1,32,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6, , ,1,1,4
6026,1,50,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,2,1,1,1,0,1,1,0,0,0,4,, , ,1,1,5
6027,1,45,1,1,1,0,2,2,1,1,1,2,2,0,0,0,2,2,2,1,1,1,2,2,2,2,1,1,2,5,, , ,1,1,5
6028,1,55,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,2,0,0,4,, , ,1,1,5
6030,1,35,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,6
6031,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,6
6032,1,42,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,, , ,1,1,6
6033,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,6
6034,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,6
6035,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
6036,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
6037,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
6038,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
6039,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
329,1,30,2,2,3,2,2,2,2,1,1,2,1,2,1,2,4,2,2,2,3,5,2,2,1,3,2,5,1,3,4, ,I KNEW THEM AS THEY Didn't DO GOOD,0,0,4
330,1,65,10,18,20,2,2,13,0,0,0,2,6,5,5,5,4,1,0,0,0,0,0,2,1,5,2,2,2,5,, , ,1,1,4
331,1,30,20,28,20,24,15,60,2,2,2,5,5,5,5,6,10,5,4,5,3,3,5,5,5,5,4,5,5,4,, , ,1,0,4
332,1,35,20,15,15,24,25,24,2,2,2,18,22,22,20,25,20,20,20,18,8,8,0,0,0,0,0,0,0,5,, , ,1,1,1
333,1,55,20,20,20,20,20,20,0,1,1,10,4,10,20,20,20,20,2,20,2,2,1,1,1,4,2,2,2,5,, , ,1,0,4
334,1,50,28,20,20,20,15,15,0,0,0,0,2,2,2,0,0,2,2,2,2,1,2,2,0,8,0,0,1,5,, , ,1,1,2
335,1,40,20,20,20,10,60,10,10,0,0,2,3,5,5,5,5,5,5,5,2,5,2,2,2,2,1,2,1,5,, , ,1,1,4
336,1,28,2,2,2,2,3,2,2,2,2,1,2,2,2,2,31,2,1,2,2,2,1,3,5,6,5,2,2,3,4, ,WE Are Doing FOR  A Year Before,1,0,1
337,1,28,23,25,25,20,20,20,1,0,1,1,10,25,28,25,20,25,25,10,10,10,10,10,10,10,20,20,20,4,, , ,1,1,4
338,1,26,10,10,15,15,10,12,0,0,0,2,2,2,1,2,3,2,2,5,4,1,1,2,3,5,5,2,4,4,, , ,1,1,4
339,1,35,20,10,20,20,10,10,2,0,0,2,3,3,1,1,1,1,1,1,1,1,1,1,1,10,10,2,2,5,, , ,1,1,4
340,1,5,5,5,5,5,4,5,1,1,1,4,2,4,2,2,4,5,2,3,5,4,2,4,4,2,3,2,4,4,, , ,1,1,5
341,1,28,2,2,2,2,2,2,0,0,0,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2,5,, , ,1,1,4
342,1,55,2,8,8,8,8,8,0,0,0,2,2,5,5,5,20,20,20,20,20,10,20,20,20,20,20,20,50,4,, , ,1,1,2
343,1,50,20,20,20,28,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,4
344,1,50,20,20,20,10,10,20,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,5,, , ,0,0,4
345,1,75,20,20,20,20,2,20,2,0,2,20,25,20,25,25,20,25,20,20,5,2,2,5,5,5,20,20,20,4,, , ,1,1,4
346,1,42,8,6,5,5,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,4,5,4,, , ,1,1,1
398,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
399,1,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
400,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
495,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
496,1,34,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
498,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,1,1,4
499,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,1,0,4
500,1,30,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,, , ,0,0,5
501,1,20,2,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,, , ,0,0,5
502,1,49,5,2,0,2,1,1,10,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1, ,DONOT LIE PRICE,0,0,6
504,1,25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
505,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,1,1,4
507,1,25,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,, , ,0,0,5
508,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
510,1,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1, ,NOT LIE KG,0,0,2
511,1,32,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
512,1,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
1132,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,0,5
1133,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
1134,1,40,1,0,1,1,1,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,6, , ,1,1,5
1135,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,4
1137,1,20,2,1,2,1,2,3,2,2,1,2,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1138,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
1139,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
1141,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
1178,1,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,, , ,0,0,4
1179,1,40,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
1181,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1182,1,25,1,2,3,1,2,3,2,2,3,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1189,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
1191,1,26,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,2,6, , ,0,0,5
1193,1,38,2,1,3,2,1,2,0,1,2,0,2,1,2,3,2,1,2,3,5,4,2,3,2,3,1,0,2,5,, , ,0,0,5
1194,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,1,1,4
1199,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
1200,1,50,4,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,5,, , ,1,1,5
1435,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
1436,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1439,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
1440,1,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,, , ,0,0,5
1441,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
1442,1,30,1,2,3,2,2,2,0,0,0,2,2,2,2,2,2,1,3,1,1,1,1,2,2,2,2,2,2,5,, , ,1,0,5
1443,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,5
1468,1,32,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1470,1,30,3,2,2,1,2,0,1,2,1,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1472,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6, , ,0,0,5
1473,1,50,8,5,8,8,8,4,3,5,2,8,8,6,1,2,1,5,3,5,8,8,8,8,4,2,2,4,3,4,, , ,1,1,4
1475,1,8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
1477,1,40,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,4,, , ,0,0,4
1478,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1479,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,4
1480,1,20,1,2,5,4,5,4,1,2,5,4,5,4,5,4,1,2,3,5,2,6,4,3,2,2,2,1,3,4,, , ,1,1,4
1481,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,0,5
1595,1,32,2,3,4,3,2,2,2,3,2,4,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1597,1,30,2,1,2,3,2,1,2,3,2,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,, , ,0,0,5
1598,1,22,1,2,2,1,2,0,2,1,2,2,2,1,2,2,1,2,2,2,0,2,1,2,0,0,0,0,0,5,, , ,0,0,5
1599,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1600,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
1694,1,30,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,6, , ,1,1,5
1695,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1697,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1698,1,30,0,0,2,1,3,2,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1699,1,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1700,1,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,, , ,0,0,5
1731,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1732,1,25,0,1,1,0,0,2,3,0,0,0,2,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,5,, , ,0,0,5
1733,1,27,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,5,, , ,1,0,5
1734,1,25,2,0,3,2,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1735,1,35,2,2,2,2,2,2,0,0,0,0,0,2,2,1,2,2,2,1,1,1,2,2,3,3,2,2,2,5,, , ,0,1,4
1739,1,20,1,3,5,2,1,2,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1740,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,5
1752,1,29,5,2,2,2,2,2,2,0,0,0,0,0,2,3,2,3,2,2,2,2,0,0,0,5,2,1,2,5,, , ,1,1,4
1754,1,50,2,2,2,2,2,2,3,1,0,0,0,0,0,0,0,2,2,5,2,2,2,2,2,2,3,1,1,4,, , ,1,1,3
1756,1,25,1,2,2,3,2,2,1,2,2,2,1,2,2,3,2,1,2,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1760,1,20,1,2,1,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1762,1,20,1,1,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,6
1763,1,30,2,2,5,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,5,2,5,, , ,1,1,4
1766,1,28,1,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,6, , ,1,1,5
1767,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
1769,1,37,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
1771,1,45,2,3,2,3,2,2,0,0,0,2,2,3,2,2,2,2,2,1,4,4,4,4,1,1,1,2,2,5,, , ,1,1,4
1773,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
1774,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,5
1778,1,40,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1779,1,30,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, ,BETTER FOR APPROPRIATE KG,1,0,5
1780,1,28,2,2,2,3,2,2,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,, , ,1,1,5
1784,1,35,1,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,0,5
1786,1,25,0,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
1787,1,30,0,0,0,1,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,2,6, , ,1,0,5
1861,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
1862,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1863,1,20,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1864,1,20,2,2,3,0,0,0,0,0,0,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,2
1867,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
1868,1,28,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
1869,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,, , ,0,0,5
1870,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,5
1873,1,25,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
1874,1,25,0,0,2,3,2,1,2,5,4,0,0,0,5,2,1,0,0,2,3,2,1,0,2,2,1,3,2,5,, , ,0,0,5
1876,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1877,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,5
1905,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1907,1,30,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,5
2040,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
2041,1,25,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,, , ,0,0,5
2042,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
2043,1,25,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,5,, , ,0,0,5
2044,1,25,2,2,1,1,2,2,3,2,2,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
2045,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
2046,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
2047,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
2048,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
2049,1,35,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
2050,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,1,1,5
5001,1,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,5
5002,1,22,1,2,3,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
5003,1,35,0,1,0,1,0,1,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
5004,1,30,2,3,1,2,2,3,2,3,2,2,2,3,2,0,0,2,0,2,0,0,0,5,2,3,5,2,2,5,, , ,0,0,5
5005,1,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,, , ,0,1,5
5006,1,12,4,2,1,1,0,0,1,2,1,0,1,2,1,2,3,1,0,0,0,1,2,1,2,1,2,0,0,5,, , ,0,0,5
5007,1,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
5008,1,28,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
5009,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,1,1,4
5010,1,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
5011,1,18,1,2,1,1,2,1,2,4,2,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,5,, , ,0,0,5
5012,1,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
5013,1,32,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,6, , ,0,0,5
5014,1,19,2,3,2,0,0,0,2,3,3,2,2,3,0,2,2,2,1,0,0,0,2,1,0,0,0,0,2,5,, , ,0,0,5
5015,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
5016,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
5017,1,30,5,5,2,2,3,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,2,0,0,0,0,0,2,4,, , ,1,1,2
5018,1,35,2,5,5,5,5,5,0,0,0,0,2,3,3,3,3,4,5,1,5,2,0,0,5,0,2,2,2,4,, , ,1,0,4
5019,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
5020,1,18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
5021,1,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
5022,1,35,2,2,20,2,5,5,0,50,0,2,1,1,2,2,2,2,0,1,2,2,2,2,2,1,2,2,2,4,, , ,1,1,4
5023,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
5024,1,30,2,2,2,2,3,2,0,0,0,5,5,5,6,5,5,1,1,2,2,1,1,1,1,2,1,1,1,5,, , ,1,1,5
5025,1,20,1,2,0,2,1,0,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
5026,1,18,2,1,3,2,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,4
5027,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,0,0,4
